matchId,Diff-A,Diff-K,Diff_CS,Diff_FirstBLOOD,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,Diff_Inhibitor,Diff_LV,Diff_WARDkill,Diff_WARDplaced,Diff_jglCS,dragonType,result
KR_6745762393,11,8,79,1,1,-1,1,0,6,4,11,19,3,1
KR_6742148304,-6,-4,11,-1,1,-1,-1,0,1,-2,-16,24,3,1
KR_6749335008,-14,-9,-19,1,1,1,1,0,-5,2,-20,-4,3,1
KR_6746449460,0,-14,-13,-1,0,0,-1,-1,-4,5,-4,0,0,1
KR_6748301925,-1,7,37,1,-1,-1,1,0,2,-3,0,-9,5,1
KR_6739033362,12,7,51,1,1,1,1,0,2,11,30,-17,3,1
KR_6749444994,13,8,56,-1,1,-1,1,0,5,5,-19,8,3,1
KR_6732997268,0,-1,30,1,1,-1,-1,0,-2,1,-18,-8,1,1
KR_6746540865,12,8,37,1,-1,1,1,0,4,-1,16,-2,3,1
KR_6737975199,-1,1,-28,-1,-1,-1,-1,0,1,4,3,13,3,1
KR_6744634970,8,1,36,-1,1,-1,-1,0,3,11,-2,0,2,1
KR_6725135012,17,13,5,1,1,-1,1,0,2,2,13,-21,2,1
KR_6744830149,6,4,32,-1,-1,1,1,0,2,-4,17,-4,2,1
KR_6746290846,-5,4,33,-1,1,1,0,0,3,-1,47,9,1,1
KR_6741466286,7,3,55,-1,1,1,1,0,3,-2,0,25,1,1
KR_6747446299,3,6,57,1,0,1,1,0,3,-1,6,36,0,1
KR_6751524628,6,6,51,1,-1,1,0,0,0,-6,4,-30,2,1
KR_6751106340,7,1,81,1,-1,-1,1,0,-2,-6,38,-29,1,1
KR_6744281298,5,8,38,1,1,1,1,0,3,0,4,-9,6,1
KR_6747605124,13,11,59,1,1,1,1,0,5,2,7,39,3,1
KR_6747453451,0,3,43,1,1,1,1,0,1,3,0,11,1,1
KR_6751615674,-3,-3,38,1,1,-1,-1,0,2,3,-3,28,4,1
KR_6719027213,-7,-1,3,1,1,-1,-1,0,0,5,-41,-5,5,1
KR_6744093118,4,4,-20,-1,-1,-1,1,0,1,1,36,-5,1,1
KR_6750421395,10,6,90,1,0,1,0,0,2,1,5,34,0,1
KR_6749404275,26,17,41,-1,1,-1,-1,0,5,-4,13,28,3,1
KR_6735260332,15,3,14,1,1,-1,-1,0,1,4,-35,-4,6,1
KR_6726838817,9,2,13,-1,-1,1,0,0,1,1,-76,8,1,1
KR_6752095765,12,13,3,1,1,1,1,0,5,4,21,10,6,1
KR_6743906201,4,0,-27,-1,1,1,1,0,-1,-3,-5,-4,5,1
KR_6743763168,7,3,53,1,1,1,1,0,3,4,0,22,6,1
KR_6744384441,-2,0,12,-1,-1,-1,-1,0,0,0,-9,8,2,1
KR_6750407640,1,-1,-34,-1,1,1,1,0,0,-3,5,61,4,1
KR_6747980370,0,-1,1,-1,-1,1,1,0,-1,-5,50,7,6,1
KR_6749269709,-2,-4,-22,-1,1,-1,1,0,-3,-2,-26,-3,2,1
KR_6745992508,0,3,33,-1,1,-1,1,0,1,7,3,-16,5,1
KR_6718871721,11,12,6,-1,-1,1,1,0,5,0,27,-12,3,1
KR_6751473569,-6,-6,-14,-1,0,0,-1,-1,-2,0,0,0,0,1
KR_6745284032,-1,1,-21,-1,-1,1,1,0,0,2,33,-10,2,1
KR_6720568451,-10,0,24,-1,-1,-1,1,0,2,1,-25,20,4,1
KR_6746675552,-13,-8,-1,-1,1,1,1,0,-2,-3,-19,8,5,1
KR_6725431919,12,4,27,-1,-1,-1,1,0,3,9,8,32,3,1
KR_6742557421,8,14,70,1,1,1,1,0,7,4,5,47,3,1
KR_6746983633,14,5,39,-1,1,1,1,0,4,11,17,42,5,1
KR_6747036874,1,0,-2,1,1,-1,1,0,0,6,-4,8,5,1
KR_6747920484,-12,-2,17,1,-1,1,1,0,1,9,-17,8,2,1
KR_6734930577,72,20,40,-1,0,0,1,1,6,-33,92,0,0,1
KR_6749466416,17,10,-30,-1,1,-1,1,0,2,0,5,-8,1,1
KR_6746042802,-8,3,2,1,0,-1,1,0,2,0,-6,53,0,1
KR_6742698453,17,15,165,1,0,1,1,0,11,0,14,56,0,1
KR_6708632743,3,0,54,-1,-1,0,0,0,-3,2,0,-2,2,1
KR_6751470463,-6,-9,-27,1,-1,1,-1,0,-4,-5,13,19,3,1
KR_6738453152,8,11,5,1,0,0,1,0,1,27,-43,0,0,1
KR_6744106168,4,3,18,-1,-1,1,1,0,0,-9,10,-23,3,1
KR_6737653949,-3,7,43,-1,-1,1,1,0,1,2,1,-16,5,1
KR_6723130543,15,5,-11,-1,-1,1,1,0,3,-1,-27,19,3,1
KR_6714395932,18,9,62,1,1,1,1,0,2,3,-101,-16,5,1
KR_6750757479,13,4,62,-1,-1,-1,-1,0,2,6,-13,4,1,1
KR_6751577407,9,8,27,-1,1,-1,0,0,2,5,-48,-26,2,1
KR_6748471166,6,15,52,-1,-1,1,1,0,6,-2,5,25,2,1
KR_6750233408,-4,-4,25,-1,-1,1,1,0,-1,3,17,8,2,1
KR_6747243295,3,2,-29,1,1,-1,1,0,0,9,-5,6,2,1
KR_6732935535,16,6,-19,1,-1,1,1,0,1,2,-2,8,2,1
KR_6747004436,17,10,66,1,1,-1,1,0,2,-1,-8,10,4,1
KR_6748942323,28,13,88,1,1,1,1,0,6,2,9,18,3,1
KR_6744224688,-7,-5,3,1,-1,-1,1,0,-3,-2,3,8,3,1
KR_6749233389,11,13,88,1,-1,1,1,0,6,2,-39,26,2,1
KR_6746066084,27,7,5,-1,0,0,-1,0,3,-4,6,0,0,1
KR_6734799015,3,4,57,-1,1,1,1,0,3,-1,-3,-1,4,1
KR_6746109457,2,-2,-26,1,1,1,1,0,0,1,41,32,2,1
KR_6746563617,7,2,-9,1,1,-1,-1,0,1,6,-1,0,1,1
KR_6742336240,2,3,-1,-1,1,1,0,0,1,2,4,-4,6,1
KR_6745736935,11,9,72,-1,1,1,1,0,5,2,-32,0,3,1
KR_6750251416,-1,6,34,1,1,-1,1,0,1,-6,21,25,1,1
KR_6749714074,-1,6,-25,1,-1,1,1,0,2,7,-9,21,6,1
KR_6739718721,-4,-2,27,1,1,1,1,0,2,-2,4,15,5,1
KR_6734715510,5,0,18,-1,-1,-1,0,0,3,-1,-5,-8,6,1
KR_6751236011,0,1,60,-1,1,-1,1,0,2,2,1,1,4,1
KR_6737888663,-17,-1,8,1,0,0,1,0,3,0,27,0,0,1
KR_6736050860,2,-2,-71,-1,1,-1,-1,0,0,-1,14,27,2,1
KR_6748009080,-4,3,28,-1,1,1,1,0,2,-10,-29,24,2,1
KR_6746528782,-8,0,29,-1,-1,1,0,0,-1,-2,-42,-10,1,1
KR_6749537024,3,3,32,1,1,-1,0,0,3,3,3,3,4,1
KR_6718691525,-22,-9,-20,-1,0,0,1,1,0,2,-8,0,0,1
KR_6745453399,14,13,56,-1,1,1,1,0,3,-4,-2,-5,2,1
KR_6715569458,7,-1,-36,1,1,-1,1,0,0,-3,-24,-17,6,1
KR_6725482656,18,5,-8,-1,1,-1,1,0,2,-1,12,-7,4,1
KR_6746779442,-10,-7,-11,1,-1,-1,-1,0,-3,-1,-15,-23,1,1
KR_6748969742,4,0,-17,1,1,-1,-1,0,0,-7,-8,5,6,1
KR_6739083960,9,6,16,1,1,-1,1,0,3,7,-46,1,3,1
KR_6747542609,5,7,43,1,1,-1,1,0,2,1,-27,-8,5,1
KR_6750821463,17,6,1,1,1,1,1,0,5,8,1,3,6,1
KR_6743594321,16,12,72,1,1,-1,1,0,5,2,0,-5,5,1
KR_6749987947,1,1,-28,-1,-1,1,1,0,2,-2,12,33,1,1
KR_6735541404,7,8,10,-1,1,-1,1,0,2,0,0,-1,1,1
KR_6747869686,2,3,-2,-1,-1,1,1,0,2,-6,-6,-2,5,1
KR_6746038531,2,-1,25,-1,-1,1,1,0,1,-6,3,23,1,1
KR_6748375069,8,3,-2,-1,1,1,1,0,1,-1,0,11,4,1
KR_6744221850,1,-2,83,-1,1,-1,0,0,1,8,-5,0,3,1
KR_6719185042,23,20,70,1,0,0,1,0,7,-1,0,33,0,1
KR_6742660121,-8,0,49,-1,-1,1,1,0,-1,5,-22,-3,1,1
KR_6749157624,10,3,-82,-1,1,1,1,0,-1,0,-17,14,5,1
KR_6747948991,5,8,61,-1,1,1,1,0,1,0,8,-3,4,1
KR_6744830116,4,7,88,-1,-1,-1,1,0,3,7,0,-32,6,1
KR_6740019245,5,6,10,1,0,0,1,-1,1,0,0,0,0,1
KR_6749443536,-7,-1,45,-1,0,0,1,1,1,0,0,0,0,1
KR_6739696191,14,10,16,1,1,1,0,0,2,-2,-3,5,6,1
KR_6743610402,28,21,141,1,1,1,1,2,11,3,8,17,3,1
KR_6737740708,-4,4,41,-1,1,1,1,0,1,5,-4,-32,3,1
KR_6748941188,7,3,38,-1,1,1,1,0,3,33,-42,7,2,1
KR_6744240818,16,7,17,1,-1,-1,-1,0,3,-1,-183,-16,5,1
KR_6750978702,0,-4,-58,-1,1,-1,-1,0,-2,-2,-4,-10,1,1
KR_6740046198,2,2,54,1,1,-1,1,0,2,-3,3,-16,4,1
KR_6749135665,2,3,3,1,-1,-1,0,0,0,5,12,-7,6,1
KR_6748643466,17,8,17,1,1,-1,1,0,0,-1,4,4,2,1
KR_6748904594,-9,-4,-1,-1,0,1,1,0,-1,-1,-32,8,0,1
KR_6748822877,11,5,16,1,1,1,1,0,1,-1,4,20,3,1
KR_6716393720,-5,6,22,1,-1,1,1,0,2,1,-5,4,6,1
KR_6739997987,42,12,21,1,0,0,1,0,4,0,0,0,0,1
KR_6742600984,-14,-3,42,1,-1,1,1,0,2,-7,-19,7,1,1
KR_6737600285,25,15,74,1,1,1,1,0,5,3,-4,16,4,1
KR_6746719841,-7,-5,4,1,0,0,-1,0,1,-35,-106,0,0,1
KR_6735985658,-8,5,98,1,1,-1,1,0,2,9,-14,-23,3,1
KR_6746417577,10,8,-6,-1,1,1,1,0,4,8,151,32,6,1
KR_6750067614,-9,-11,18,-1,0,0,1,1,0,0,0,0,0,1
KR_6747640395,7,5,-48,1,-1,1,0,0,2,0,19,-3,6,1
KR_6748414238,31,16,43,1,1,1,1,0,5,-2,19,-8,1,1
KR_6744270242,69,15,37,-1,0,0,1,0,6,0,-168,0,0,1
KR_6750647377,1,2,-10,1,-1,1,1,0,1,1,4,29,4,1
KR_6748360611,12,8,12,1,1,1,0,0,1,0,-26,20,6,1
KR_6734762729,-13,-9,-51,-1,-1,1,-1,0,-6,-5,6,-31,1,1
KR_6749016497,-17,-6,39,1,-1,1,1,0,0,-2,16,24,6,1
KR_6738987625,11,8,8,1,-1,1,1,0,1,-2,30,35,6,1
KR_6749070063,3,-1,-9,-1,-1,-1,0,0,0,0,-15,9,3,1
KR_6741090212,7,11,38,1,1,1,1,0,5,1,-6,28,6,1
KR_6746151881,22,12,10,-1,1,1,1,0,1,1,10,26,2,1
KR_6737275562,4,4,74,1,1,1,1,0,4,0,7,42,5,1
KR_6749644834,2,-2,2,-1,-1,1,1,0,-1,4,16,12,4,1
KR_6746497980,10,5,26,-1,1,1,0,0,5,-7,43,22,2,1
KR_6751514129,51,12,13,1,0,0,1,0,6,5,-13,0,0,1
KR_6742553121,6,2,4,1,1,-1,0,0,3,1,-2,-13,4,1
KR_6746474115,7,6,29,1,1,1,1,0,2,-3,-8,30,1,1
KR_6747698407,-4,-2,-4,-1,1,1,-1,0,2,-3,8,4,5,1
KR_6747695182,1,-2,10,1,1,-1,0,0,0,3,-70,-25,5,1
KR_6749512726,34,12,-21,-1,0,0,1,1,3,-7,-139,0,0,1
KR_6736813968,15,16,66,1,1,1,1,0,3,1,-185,-29,1,1
KR_6737168507,11,12,79,1,1,-1,1,0,4,6,-12,-18,3,1
KR_6747157515,20,3,-27,-1,-1,-1,0,0,3,-3,8,2,4,1
KR_6750893194,17,10,85,1,1,-1,-1,0,4,4,-3,3,4,1
KR_6751610981,11,8,-16,1,0,0,-1,0,2,0,0,0,0,1
KR_6749624851,70,16,44,1,0,0,1,1,7,0,0,0,0,1
KR_6724684514,12,5,-12,1,1,-1,1,0,2,-4,11,11,3,1
KR_6748455517,13,12,42,1,1,1,1,0,1,2,-16,6,2,1
KR_6713139687,2,-1,-8,-1,1,1,0,0,3,2,22,46,2,1
KR_6744100399,15,12,79,1,1,-1,1,0,6,7,10,12,6,1
KR_6750127800,9,5,22,1,-1,-1,-1,0,3,4,-2,5,3,1
KR_6751332993,8,4,-1,-1,1,-1,-1,0,1,36,-43,9,4,1
KR_6737933865,8,11,84,-1,1,1,1,0,5,5,1,9,3,1
KR_6714633629,5,2,-9,1,1,-1,1,0,2,-8,8,-6,1,1
KR_6746413033,1,2,67,1,-1,-1,1,0,3,5,-9,-4,6,1
KR_6722643968,-3,-1,-5,1,-1,-1,-1,0,1,6,38,17,6,1
KR_6749880755,13,3,0,1,-1,-1,1,0,-1,8,-4,-4,5,1
KR_6745165640,12,4,18,1,-1,-1,-1,0,3,3,0,-1,3,1
KR_6740779234,12,8,15,1,1,1,1,0,0,-6,-17,-11,1,1
KR_6747531976,-8,-3,5,-1,1,-1,1,0,1,-9,-1,10,1,1
KR_6738558960,3,1,73,1,1,-1,1,0,2,-7,12,8,6,1
KR_6752173313,10,18,61,1,-1,-1,-1,0,5,0,3,-8,1,1
KR_6746730679,10,7,17,-1,-1,1,1,0,5,-3,2,39,4,1
KR_6743982007,28,11,8,-1,0,0,1,1,1,0,15,0,0,1
KR_6732980435,14,11,73,1,1,1,1,0,5,-8,16,6,6,1
KR_6750122964,-7,5,25,1,1,1,1,0,1,-2,13,15,5,1
KR_6746724477,12,6,6,-1,1,-1,1,0,3,3,-1,-8,1,1
KR_6747548332,13,13,26,1,1,-1,-1,0,4,5,0,17,4,1
KR_6750762457,13,14,41,1,1,1,1,0,4,-1,22,-35,5,1
KR_6751454768,9,3,17,1,0,0,-1,0,2,0,0,0,0,1
KR_6747470369,5,0,-4,1,1,-1,-1,0,3,9,4,2,2,1
KR_6751930454,-3,-3,-56,1,1,1,-1,0,1,-2,-8,13,5,1
KR_6745670785,10,4,38,1,1,1,1,0,0,-1,11,7,6,1
KR_6721405013,-3,7,55,1,1,1,-1,0,1,-5,9,14,5,1
KR_6732968055,12,11,43,-1,1,1,1,0,3,8,3,35,2,1
KR_6749057371,6,12,31,1,1,1,1,0,3,-9,322,29,1,1
KR_6742368351,0,5,68,-1,0,0,1,0,2,-2,-28,20,0,1
KR_6746652090,9,6,14,1,-1,1,1,0,5,6,4,-11,1,1
KR_6750458587,3,4,92,-1,-1,-1,1,0,2,0,43,5,6,1
KR_6746711659,21,9,13,1,0,0,-1,0,1,0,11,0,0,1
KR_6730633794,-2,-1,-43,1,-1,-1,1,0,-2,7,-7,-8,1,1
KR_6738048203,8,10,22,1,-1,1,0,0,7,-1,63,27,3,1
KR_6739357497,5,1,-7,-1,1,1,1,0,1,-1,4,18,1,1
KR_6745048531,7,7,40,-1,1,1,1,0,2,-4,9,-14,4,1
KR_6749791191,6,6,16,-1,1,-1,-1,0,1,0,-27,-6,2,1
KR_6747093715,17,6,41,-1,1,-1,-1,0,4,8,-2,22,5,1
KR_6748103605,-2,-1,-27,-1,0,0,-1,0,1,-9,52,0,0,1
KR_6751550400,10,12,21,1,1,1,1,0,4,-2,32,14,2,1
KR_6747973048,9,3,3,1,1,1,1,0,0,-3,13,-6,4,1
KR_6744654787,-5,2,4,-1,-1,1,1,0,2,7,30,26,4,1
KR_6751095657,42,10,-5,-1,0,0,1,1,6,0,-6,0,0,1
KR_6749498213,2,1,19,-1,1,-1,-1,0,1,-7,2,-11,6,1
KR_6746376268,2,3,23,1,1,1,1,0,4,3,0,9,4,1
KR_6744814471,7,6,48,1,1,1,1,0,2,5,-25,16,5,1
KR_6745012122,14,16,46,1,1,1,1,0,6,0,28,11,3,1
KR_6747015739,-2,-1,-51,1,1,-1,-1,0,-1,-1,-8,17,6,1
KR_6748994323,22,8,-12,1,1,-1,1,0,3,-7,-3,19,2,1
KR_6735753465,13,10,143,1,1,-1,1,0,6,-3,7,13,1,1
KR_6737121847,6,5,13,1,-1,1,1,0,2,-3,-12,19,3,1
KR_6749275782,5,3,77,-1,1,-1,1,0,1,12,-60,4,1,1
KR_6741847351,16,5,-3,1,-1,-1,1,0,0,5,40,15,2,1
KR_6734303357,-2,4,18,1,-1,1,1,0,-1,-8,20,-16,5,1
KR_6734898993,4,1,18,1,1,-1,-1,0,-1,-8,4,-38,4,1
KR_6747924128,24,14,69,1,-1,1,1,0,5,-7,47,-7,3,1
KR_6742504524,11,11,67,1,1,1,1,0,2,2,-2,16,4,1
KR_6749070799,13,5,58,-1,1,-1,1,0,1,1,6,17,5,1
KR_6746541410,29,15,7,1,0,0,-1,1,7,0,9,0,0,1
KR_6751396186,-5,0,56,1,0,0,1,0,0,-3,4,13,0,1
KR_6747684176,1,2,104,1,-1,1,1,0,3,5,-13,8,6,1
KR_6737270757,8,9,53,1,1,-1,1,0,4,5,-241,36,1,1
KR_6750508339,-8,-3,83,1,-1,-1,0,0,-1,1,3,-5,3,1
KR_6737878883,3,0,-21,-1,-1,1,-1,0,-2,-4,-9,-8,2,1
KR_6743556971,16,2,-4,1,0,0,-1,1,4,0,0,0,0,1
KR_6746981936,6,3,28,1,1,1,0,0,2,-2,7,11,6,1
KR_6746699056,77,20,-24,-1,0,0,1,1,1,0,0,0,0,1
KR_6730710780,-5,2,39,1,1,-1,0,0,0,-2,-22,40,2,1
KR_6736778795,11,-2,29,1,1,-1,1,0,0,1,3,-16,1,1
KR_6745821440,19,20,11,1,1,1,1,0,4,2,0,12,6,1
KR_6738710261,8,14,22,1,1,-1,1,0,6,2,12,-16,2,1
KR_6746610597,-4,-2,21,1,1,-1,-1,0,0,-3,-1,5,5,1
KR_6744968824,-2,4,10,1,-1,1,0,0,1,6,5,5,2,1
KR_6738840591,6,7,58,1,1,-1,1,0,4,5,8,34,5,1
KR_6747545587,-7,-7,-52,-1,-1,1,1,0,-3,-9,10,-8,4,1
KR_6736681226,10,11,16,1,1,1,1,0,1,2,3,51,3,1
KR_6739521793,2,-1,44,1,1,-1,-1,0,0,-3,-29,12,1,1
KR_6744529031,6,7,-34,-1,-1,1,1,0,-1,0,-1,15,4,1
KR_6744519238,1,0,-23,1,1,1,1,0,-1,-3,-4,18,1,1
KR_6746314234,-7,-4,32,1,1,-1,-1,0,1,-10,-13,-5,2,1
KR_6746697380,-3,-4,-27,1,1,1,1,0,0,4,38,4,1,1
KR_6746240070,8,7,-1,-1,1,-1,-1,0,2,6,-21,1,5,1
KR_6744470002,1,-1,-30,1,-1,1,-1,0,-4,1,-13,12,1,1
KR_6746604686,8,6,1,-1,-1,-1,-1,0,0,3,-6,10,3,1
KR_6746748612,18,11,14,1,1,1,1,0,6,-4,-19,40,4,1
KR_6747752848,3,2,78,-1,1,-1,-1,0,3,5,11,20,6,1
KR_6721271889,8,6,-97,1,1,1,1,0,-2,-4,23,-9,4,1
KR_6730580335,-5,2,75,1,-1,1,1,0,2,-1,1,17,6,1
KR_6743943786,8,6,-27,-1,1,1,1,0,-1,6,-3,-9,2,1
KR_6751475624,8,11,10,1,1,1,1,0,4,-5,1,7,1,1
KR_6738044875,-3,4,-14,-1,-1,1,1,0,3,-3,11,17,4,1
KR_6748043953,5,3,25,-1,1,1,1,0,0,-3,-13,-22,5,1
KR_6747068810,6,8,-9,-1,-1,-1,1,0,6,-2,4,14,2,1
KR_6735021107,9,2,36,-1,1,1,1,0,4,0,-32,20,2,1
KR_6730948832,6,5,11,-1,1,1,1,0,3,0,7,-7,6,1
KR_6750403823,18,2,-31,1,0,0,-1,0,2,0,0,0,0,1
KR_6751095670,13,12,86,1,1,-1,1,0,5,0,-12,12,3,1
KR_6746751670,-1,1,55,-1,1,-1,1,0,2,4,6,0,2,1
KR_6744258071,19,12,-2,-1,0,0,-1,0,1,0,-1,0,0,1
KR_6739569773,-1,0,0,1,-1,1,1,0,0,-2,2,-8,4,1
KR_6726486628,0,3,55,1,1,-1,-1,0,0,6,19,30,6,1
KR_6737875311,1,2,57,1,-1,-1,1,0,-2,5,-4,15,2,1
KR_6745341437,16,15,81,1,1,-1,1,0,7,2,-16,6,2,1
KR_6714475970,2,6,-7,1,1,1,1,0,1,-2,-14,-32,2,1
KR_6724779423,19,9,69,1,1,1,1,0,6,5,3,19,5,1
KR_6750546222,20,11,78,1,1,-1,1,0,5,2,-3,28,6,1
KR_6739577732,0,5,62,1,-1,-1,-1,0,2,4,-3,-19,1,1
KR_6749538822,10,10,88,1,1,1,1,0,3,5,-26,19,3,1
KR_6746047031,13,14,29,1,-1,1,1,0,4,-5,14,5,3,1
KR_6750201275,9,10,65,1,1,1,1,0,3,1,13,12,1,1
KR_6749812372,5,5,15,1,1,1,1,0,1,1,10,16,3,1
KR_6743018511,-1,-1,38,1,-1,1,1,0,3,8,-6,32,6,1
KR_6747952382,20,5,-69,1,1,1,1,0,-5,-6,26,-21,4,1
KR_6736523912,1,0,137,1,-1,-1,1,0,2,8,-2,22,2,1
KR_6746858591,44,3,21,1,0,0,-1,0,3,0,13,0,0,1
KR_6737572768,-11,-2,65,1,-1,1,1,0,-1,-2,22,-12,6,1
KR_6735838673,-1,2,-8,-1,-1,-1,-1,0,-1,5,-24,-21,1,1
KR_6749125498,-10,-6,-100,-1,1,-1,-1,0,-3,2,-7,0,5,1
KR_6733730940,18,10,70,1,-1,1,1,0,6,3,-31,10,6,1
KR_6750101284,-15,-5,-7,-1,0,0,1,1,0,0,0,0,0,1
KR_6750491595,15,4,7,-1,1,-1,0,0,0,10,4,-22,3,1
KR_6746161380,4,3,-20,-1,1,-1,-1,0,0,-1,-34,18,4,1
KR_6731571719,-8,-4,29,1,1,-1,1,0,2,0,-47,13,3,1
KR_6746946395,2,-1,29,1,-1,1,0,0,1,2,33,-4,3,1
KR_6751598809,38,9,-20,1,0,0,-1,-1,2,0,0,0,0,1
KR_6748037562,-2,1,11,1,1,1,1,0,1,4,3,29,4,1
KR_6751534494,10,5,-8,1,1,1,-1,0,1,4,-8,20,4,1
KR_6746188952,-34,0,-18,1,0,0,1,1,-2,-4,-11,0,0,1
KR_6735023327,3,4,56,1,-1,-1,-1,0,2,1,9,1,4,1
KR_6747286806,5,-1,4,-1,1,1,1,0,1,2,-23,21,4,1
KR_6750246059,0,-4,-24,1,0,-1,0,0,-2,1,-2,-64,0,1
KR_6739256809,6,7,51,-1,1,-1,1,0,5,7,-11,8,6,1
KR_6746684654,-1,-3,-33,1,1,-1,-1,0,1,-1,-11,36,4,1
KR_6746221962,-12,-8,19,-1,1,-1,0,0,0,-2,13,17,5,1
KR_6744004464,28,13,-21,-1,1,-1,1,0,2,3,4,-9,3,1
KR_6740454958,5,5,27,-1,-1,1,1,0,5,7,52,43,3,1
KR_6735943564,-2,2,-17,1,-1,-1,1,0,-1,-2,-17,-20,1,1
KR_6740427181,-7,-1,31,1,1,1,1,0,2,-5,11,39,2,1
KR_6750855934,10,5,-47,1,-1,1,1,0,2,0,27,4,1,1
KR_6749641073,-6,-4,-85,-1,1,-1,-1,0,-3,-1,-8,-21,5,1
KR_6742430121,18,8,-48,1,1,1,1,0,0,-3,-2,0,3,1
KR_6741615255,12,10,40,1,1,-1,1,0,5,8,4,-4,3,1
KR_6748192152,24,17,68,-1,0,-1,1,0,7,2,6,-9,0,1
KR_6719127311,9,7,75,1,1,1,1,0,4,3,-8,39,4,1
KR_6745835641,1,4,64,1,1,-1,1,0,3,5,-24,10,6,1
KR_6748055739,23,18,18,1,1,1,1,0,3,4,2,-4,1,1
KR_6742970343,20,-4,11,1,0,0,1,0,-3,0,0,0,0,1
KR_6738652326,26,15,80,-1,1,1,1,0,10,7,2,16,1,1
KR_6749383732,-10,-4,-12,-1,-1,1,-1,0,-5,1,-51,-4,5,1
KR_6748199895,-1,2,78,-1,1,-1,1,0,4,1,7,22,2,1
KR_6748004854,-2,-2,25,-1,-1,-1,-1,0,-1,1,3,-8,5,1
KR_6729507521,9,8,31,-1,1,1,1,0,2,3,46,-28,6,1
KR_6749406217,4,0,-4,-1,1,-1,1,0,1,4,-23,16,4,1
KR_6747339475,-4,-6,-70,-1,-1,-1,-1,0,-2,-4,11,-40,2,1
KR_6744361487,5,3,6,-1,1,1,1,0,-1,4,-15,6,4,1
KR_6747583729,10,12,6,1,-1,1,-1,0,3,2,-14,30,3,1
KR_6737617750,8,4,14,-1,1,1,1,0,3,0,6,20,6,1
KR_6745917787,2,1,32,1,1,1,0,0,3,-1,-19,5,4,1
KR_6748854693,8,6,58,1,1,-1,1,0,4,2,14,12,1,1
KR_6748537271,-4,-1,34,1,1,-1,1,0,0,3,-6,13,2,1
KR_6741024955,18,13,-15,-1,0,0,1,1,2,-4,68,0,0,1
KR_6748014326,-6,5,-24,1,1,0,-1,0,1,-2,-1,-19,1,1
KR_6745513017,1,-5,-34,-1,1,-1,-1,0,-1,1,-8,21,3,1
KR_6746656655,-4,2,3,-1,1,1,1,0,-1,7,-5,7,2,1
KR_6748120005,-65,-2,4,1,0,0,1,1,1,0,-33,0,0,1
KR_6748624537,1,3,9,1,-1,1,0,0,2,1,50,21,4,1
KR_6750941382,1,2,75,1,-1,1,1,0,1,2,7,9,4,1
KR_6742872668,36,10,16,1,0,0,1,0,2,0,-3,0,0,1
KR_6745277617,64,13,52,-1,0,0,1,1,1,16,-35,0,0,1
KR_6738971323,-9,-4,41,1,1,-1,0,0,-1,2,60,0,6,1
KR_6748974430,1,10,-49,1,-1,1,-1,0,3,-1,3,-9,3,1
KR_6737015252,2,2,44,1,1,-1,1,0,0,-4,-28,21,3,1
KR_6734173571,5,8,61,-1,0,1,1,0,5,2,-14,23,0,1
KR_6743074260,2,-1,-25,-1,1,1,-1,0,3,9,-1,34,4,1
KR_6746553778,12,8,45,1,1,-1,1,0,4,-5,4,5,1,1
KR_6751380551,25,5,19,1,0,0,1,0,0,2,-16,0,0,1
KR_6751601825,-10,-4,84,-1,0,-1,1,0,-2,-7,-5,-7,0,1
KR_6723353812,-12,3,19,-1,0,0,1,0,-2,0,0,0,0,1
KR_6747276311,1,-1,-4,1,-1,1,0,0,0,-1,-1,12,2,1
KR_6745048589,20,14,76,-1,1,1,1,0,7,14,-20,46,5,1
KR_6734667847,23,12,47,1,-1,1,1,0,5,3,226,23,6,1
KR_6747153817,8,9,33,1,1,1,1,0,3,-2,-7,3,2,1
KR_6745246558,65,23,4,1,0,0,1,1,4,3,-21,0,0,1
KR_6734709813,1,2,47,1,1,1,0,0,2,-4,9,28,4,1
KR_6744788898,9,8,18,1,1,0,1,0,2,-1,32,2,6,1
KR_6749218453,6,4,-15,-1,1,1,1,0,2,-7,41,-20,4,1
KR_6747084962,7,6,91,1,-1,1,1,0,4,1,12,0,1,1
KR_6741306901,-3,2,48,-1,-1,-1,1,0,1,-3,6,43,4,1
KR_6751161351,9,5,68,1,0,-1,1,0,5,13,-15,7,0,1
KR_6721843768,3,-2,4,1,1,1,1,0,-3,6,-3,-12,6,1
KR_6745589450,84,21,32,1,0,0,1,1,6,0,62,0,0,1
KR_6749580979,-11,2,5,-1,0,0,1,1,2,-7,21,0,0,1
KR_6750829187,3,6,20,1,1,1,1,0,3,-2,7,-25,4,1
KR_6737248432,1,3,35,-1,1,-1,-1,0,2,2,5,36,5,1
KR_6751299857,77,22,-8,1,0,0,1,0,2,0,26,0,0,1
KR_6748926086,11,2,43,1,1,-1,1,0,2,-1,6,14,1,1
KR_6743073501,5,7,7,-1,1,1,1,0,3,-2,41,21,3,1
KR_6742456421,8,0,-11,-1,-1,1,-1,0,0,-3,-62,32,4,1
KR_6749764878,-8,4,23,-1,-1,1,1,0,4,-6,6,-22,1,1
