Diff_LV,Diff_CS,Diff_jglCS,Diff-K,Diff-K-top,Diff-K-jug,Diff-K-mid,Diff-K-ad,Diff-K-sup,K-LOSE-sup,invadeKill,Diff_WARDplaced,Diff-ControlWARDplaced,LOSE_controlWARDPlaced,Diff_Inhibitor,Diff_TOWERkill,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,Diff_FirstBLOOD,dragonType,result
0,-11,-2,2,-5,2,5,1,-1,-3,0,-111,-5,-1,0,-1,-1,-1,-1,1,6,-1
-1,-51,-34,-3,-2,-6,5,-3,3,-4,0,6,-2,-1,0,-1,-1,-1,-1,-1,4,-1
-4,-70,-17,-9,-6,-1,-1,-1,0,-1,1,-19,1,-6,0,-1,0,-1,-1,1,0,-1
-1,19,8,-4,-2,3,-4,0,-1,-1,-1,-5,1,-5,0,0,-1,0,0,1,3,-1
-2,37,12,-3,-2,-2,2,3,-4,-1,1,-2,1,-4,0,-1,1,1,-1,1,1,-1
4,-10,6,12,2,5,1,4,0,-1,0,11,0,-3,0,0,1,-1,0,-1,6,-1
2,-31,-2,-1,2,2,-2,-2,-1,-1,0,1,1,-7,0,-1,1,-1,-1,1,2,-1
-4,-53,3,-6,-2,-6,2,-4,4,-4,0,8,0,-5,0,1,1,-1,-1,1,1,-1
-2,-56,-15,-7,-2,1,4,-6,-4,0,0,188,0,-4,0,0,1,-1,0,-1,2,-1
-4,-87,-5,-6,-1,-3,0,-4,2,-2,0,0,-1,-4,0,-2,-1,-1,-1,-1,1,-1
7,62,70,17,4,4,5,2,2,-2,0,44,1,-3,0,1,-1,1,1,1,3,-1
-5,-37,0,-11,-1,-6,-3,-2,1,-1,0,8,4,-7,0,-2,1,-1,-1,-1,6,-1
-2,-52,-19,-6,2,-2,-2,-1,-3,-2,0,2,1,-5,0,-2,-1,-1,-1,-1,2,-1
3,-14,-15,7,-2,1,5,1,2,-2,0,1,-3,-1,0,0,-1,-1,0,1,4,-1
-1,46,-16,-5,-1,-5,-1,3,-1,-1,1,0,4,-7,0,2,1,1,1,1,1,-1
-4,-82,-16,-10,-3,0,-3,-3,-1,-3,0,40,3,-6,0,-1,-1,1,-1,1,3,-1
-3,-30,-6,-3,1,0,1,-4,-1,-1,0,-7,1,-4,0,-2,-1,-1,-1,1,6,-1
0,-18,8,0,2,0,-4,1,1,-2,0,-5,-4,-1,0,-1,1,-1,-1,-1,4,-1
-1,-17,-12,-1,0,-3,3,-1,0,0,0,28,1,-4,0,-2,-1,1,-1,-1,1,-1
-3,-83,-22,-10,-4,2,-1,-7,0,-1,0,5,4,-9,0,-1,-1,1,-1,1,1,-1
-5,-59,-44,-9,-4,1,3,-8,-1,0,-2,-4,1,-4,0,-3,-1,1,-1,-1,5,-1
-4,18,-36,-7,-1,-1,-2,-2,-1,0,0,12,-1,-6,0,0,-1,1,0,-1,2,-1
0,-3,-24,-3,-1,1,-2,3,-4,0,2,-8,1,-6,0,0,-1,-1,0,1,6,-1
2,-24,0,8,3,8,-1,-5,3,-3,0,5,4,-8,0,0,-1,-1,0,1,2,-1
-4,-47,-20,-18,-2,-3,-6,-5,-2,0,0,-6,0,-6,0,-3,-1,-1,-1,1,4,-1
-1,-31,11,-5,-7,2,5,-8,3,-5,-1,-6,-2,-2,0,0,1,-1,-1,-1,4,-1
-1,21,8,-9,2,-2,-4,-1,-4,-2,-1,-1,-6,-3,0,0,-1,0,0,-1,5,-1
0,-62,-15,1,-3,2,-1,4,-1,-1,0,-14,-3,-1,0,0,-1,-1,-1,-1,1,-1
-4,-19,8,-5,0,-1,-1,-1,-2,-1,0,2,5,-8,0,-1,1,-1,-1,1,5,-1
1,-21,-36,5,3,1,2,1,-2,0,0,98,0,-6,0,0,-1,0,0,-1,4,-1
-1,-16,11,0,1,-1,0,0,0,-1,0,-2,0,-5,0,-1,-1,0,-1,1,3,-1
-2,32,-20,-6,0,-9,-9,11,1,-4,1,-342,-1,-4,0,0,-1,-1,1,1,4,-1
0,-21,26,-6,-1,-2,-4,1,0,-1,-1,5,0,-7,0,-1,-1,-1,-1,-1,5,-1
-2,-31,8,-4,0,3,2,-7,-2,0,0,37,-4,-3,0,0,-1,1,0,-1,6,-1
-1,-17,12,-5,1,3,0,-11,2,-2,0,-14,2,-5,0,-2,-1,1,-1,-1,2,-1
0,13,5,-2,-1,2,3,-4,-2,0,0,-4,-5,-4,0,-1,-1,-1,-1,1,1,-1
-2,4,-20,6,1,3,-1,3,0,-1,0,16,2,-6,0,1,1,1,1,1,1,-1
-2,-71,12,-5,-6,1,0,0,0,0,0,-3,-1,-4,0,-1,-1,-1,-1,1,2,-1
0,-15,-12,-1,-1,-4,1,1,2,-2,0,0,3,-4,0,1,-1,0,1,1,3,-1
-2,-7,-24,-12,-5,-8,-3,3,1,-1,0,-5,1,-5,0,-2,-1,-1,-1,-1,4,-1
-6,-46,-1,-11,-1,0,-6,-3,-1,0,0,-1,2,-5,0,-2,1,-1,-1,-1,4,-1
-4,-47,-32,-4,-1,-2,0,-3,2,-2,0,260,7,-9,0,1,-1,0,1,1,6,-1
-4,-43,22,-13,2,-2,-5,-7,-1,0,0,-4,1,-8,0,0,1,1,-1,-1,4,-1
-1,55,-5,-2,-1,-1,1,-2,1,-1,-1,6,1,-4,0,0,1,0,0,-1,1,-1
2,26,-18,2,0,-3,2,3,0,-2,-1,3,2,-3,0,1,1,0,1,-1,6,-1
2,85,9,2,1,1,2,-3,1,-1,0,8,0,-7,0,0,1,-1,0,1,5,-1
0,-18,-21,-5,2,0,-1,-6,0,0,0,-29,-2,-3,0,0,-1,-1,-1,-1,6,-1
-2,-17,-44,-11,-2,-5,-1,-3,0,0,0,3,-3,-1,0,-1,-1,-1,-1,-1,3,-1
-3,6,-21,-4,6,-3,-2,-5,0,0,0,-4,1,-3,0,-2,1,-1,-1,1,2,-1
-2,-3,-8,-4,-5,0,-1,2,0,-1,0,17,3,-5,0,1,1,1,1,1,2,-1
-5,-67,6,-13,2,-8,-2,-2,-3,0,0,-16,-6,0,0,0,-1,1,-1,1,5,-1
-1,29,9,-5,-1,-3,5,-4,-2,-1,-1,315,5,-6,0,-1,-1,1,-1,-1,5,-1
-1,8,-17,-7,-3,1,-1,-1,-3,-1,0,-9,-4,-4,0,1,-1,1,1,-1,1,-1
-2,-116,15,-3,-2,-3,-2,2,2,-2,0,-9,-5,-4,0,-1,-1,-1,-1,1,3,-1
-3,-88,-6,-2,-1,0,-3,0,2,-4,0,-7,3,-5,0,0,1,-1,0,-1,2,-1
3,4,19,2,3,-1,0,0,0,-3,1,4,5,-9,0,0,1,1,0,1,1,-1
0,-1,8,-1,-1,-1,0,1,0,0,0,-21,-3,-5,0,0,-1,1,0,-1,1,-1
-1,-25,-8,-2,3,0,-7,1,1,-1,0,10,2,-4,0,-1,-1,-1,-1,-1,4,-1
0,-60,-15,0,1,-1,2,-1,-1,0,0,-8,1,-5,0,-1,-1,-1,-1,1,1,-1
-3,-80,6,2,-6,3,0,5,0,-1,-1,-11,7,-9,0,-2,1,0,-1,-1,4,-1
-1,-22,5,-2,-3,1,1,0,-1,0,1,-5,-5,-3,0,-1,1,1,-1,1,2,-1
-6,-120,-18,-16,-5,-1,-5,-6,1,-2,-1,19,5,-8,0,-3,0,-1,-1,-1,0,-1
-3,-33,4,-6,1,-4,1,-5,1,-3,0,49,6,-10,0,0,1,-1,1,1,1,-1
1,10,12,3,4,0,3,-4,0,0,0,1,0,-3,0,0,1,1,1,1,1,-1
-1,9,-36,0,-1,7,-8,-1,3,-6,1,0,-2,-4,0,1,-1,1,1,1,2,-1
0,-24,-16,-1,-1,3,0,-1,-2,0,-1,-195,-4,-2,0,-1,-1,1,-1,-1,2,-1
-1,-13,-7,-1,0,0,1,0,-2,-1,0,-64,-2,-2,0,-1,-1,-1,-1,-1,4,-1
2,-11,49,2,0,-8,2,2,6,-6,0,-131,3,-6,0,1,1,1,1,1,5,-1
0,-25,31,2,-4,3,3,0,0,0,0,-2,-1,-3,0,1,-1,1,1,1,5,-1
-6,-18,-8,-14,0,-5,-3,-5,-1,0,0,1,0,-6,0,1,-1,1,1,1,3,-1
-4,-76,-3,-8,-1,-1,-5,-1,0,-1,0,-18,-2,-1,0,0,-1,1,0,-1,1,-1
-1,-54,1,-6,-2,2,-3,-3,0,-2,0,18,-2,-2,0,0,-1,1,0,1,6,-1
-1,-12,-4,-3,-3,2,-5,3,0,-2,1,1,-3,-2,0,0,-1,0,1,1,1,-1
-5,-53,-22,-10,-6,-3,1,-4,2,-3,0,-313,0,-7,0,-1,-1,1,-1,1,6,-1
-2,-26,-8,-5,1,1,0,-4,-3,-1,0,99,-1,-4,0,0,1,1,-1,-1,1,-1
-3,-9,-32,-6,-1,3,-6,-3,1,-1,0,12,-6,-2,0,-1,-1,-1,-1,1,2,-1
0,28,-4,-9,-6,1,-2,-2,0,-2,-3,-6,-5,-1,0,0,-1,-1,0,-1,2,-1
-7,-26,7,-7,0,-3,-2,-3,1,-1,0,-303,2,-3,0,-1,1,-1,-1,-1,6,-1
-7,-140,-40,-12,-3,-4,-1,-3,-1,-1,1,-6,-1,-3,0,0,-1,1,-1,1,5,-1
-3,-62,20,-5,-5,-2,4,0,-2,-1,0,-7,-3,-1,0,-1,-1,1,-1,1,6,-1
-2,-79,-40,-1,-1,-3,-1,4,0,-1,0,5,-3,-2,0,0,1,1,1,1,3,-1
-7,-65,-9,-11,-2,-6,-2,0,-1,-1,-1,-2,3,-8,0,-2,-1,1,-1,-1,6,-1
2,53,-32,7,2,1,-1,4,1,-1,0,5,5,-11,0,1,1,-1,1,-1,5,-1
2,-34,36,5,4,-2,5,-1,-1,0,0,28,-2,-3,0,1,-1,1,1,1,5,-1
-6,-93,-15,-14,1,-10,-3,-2,0,-1,0,8,1,-8,0,-3,-1,0,-1,-1,2,-1
0,41,16,-6,2,-3,2,-5,-2,0,0,8,1,-4,0,1,1,1,1,-1,2,-1
0,-83,14,-1,1,3,-1,-4,0,-2,0,-1,-2,-4,0,-1,1,-1,-1,-1,6,-1
0,2,-20,3,-1,2,-1,3,0,-1,0,16,0,-3,0,0,1,-1,-1,1,1,-1
-3,35,9,-5,-2,-9,4,3,-1,0,0,-8,2,-6,0,1,1,1,1,1,3,-1
-3,16,-24,-6,-2,-3,-1,2,-2,-1,0,1,1,-5,0,0,0,-1,1,-1,0,-1
-2,6,27,-8,-2,-1,4,-9,0,-2,0,8,0,-4,0,-1,-1,-1,-1,-1,3,-1
1,7,16,-2,4,-1,-5,4,-4,0,0,1,6,-9,0,0,1,1,0,1,2,-1
-1,36,1,-1,1,1,0,-3,0,0,0,11,0,-4,0,0,-1,-1,0,1,3,-1
-4,-56,-19,-11,-4,-3,-4,0,0,0,0,63,-2,-1,0,-1,-1,-1,-1,-1,2,-1
-1,18,8,0,1,0,0,-2,1,-1,0,13,0,-6,0,0,-1,-1,0,1,5,-1
0,-1,-22,-7,-3,4,-2,-7,1,-1,-1,4,-3,-3,0,0,-1,-1,-1,-1,3,-1
-4,-32,22,-14,-6,-1,-2,-5,0,-2,-2,-1,-1,-3,0,-1,-1,0,-1,-1,5,-1
0,-54,19,-1,-7,3,-2,3,2,-3,-1,7,-3,-5,0,-2,1,-1,-1,-1,1,-1
-3,-52,-6,-4,2,-1,-2,-2,-1,-1,0,-18,-7,0,0,-1,0,0,-1,-1,0,-1
2,-62,21,5,-1,1,-1,6,0,0,1,1,0,-4,0,0,-1,1,1,1,6,-1
4,97,44,4,7,-3,-1,0,1,-1,0,-4,-4,-5,0,1,0,0,1,1,0,-1
-5,-97,-4,-8,-1,-2,-3,-1,-1,0,1,-10,-3,-2,0,-2,-1,-1,-1,1,4,-1
1,13,6,1,-3,2,2,0,0,-1,0,-107,1,-3,0,0,1,1,1,1,2,-1
-2,-23,-8,-9,0,-3,-1,-1,-4,0,0,-20,-6,-2,0,1,0,0,-1,-1,0,-1
4,-33,61,3,1,1,2,-2,1,-2,1,133,0,-2,0,1,1,1,1,1,6,-1
-3,-81,11,-9,-4,-2,1,0,-4,-1,0,-5,0,-6,0,-1,-1,-1,-1,-1,6,-1
0,16,4,-3,1,-3,1,-5,3,-3,0,-22,-4,-1,0,0,0,-1,1,-1,0,-1
-1,-7,8,-3,-2,1,-2,1,-1,-1,-1,18,2,-6,0,0,1,1,1,-1,1,-1
-4,-61,-8,-6,0,3,0,-5,-4,0,0,-1,-2,-5,0,0,-1,-1,-1,-1,5,-1
-2,-58,-40,-1,-4,0,2,1,0,-2,0,-12,-1,-2,0,-2,1,1,-1,-1,1,-1
-5,24,-28,-16,-4,-1,-1,-7,-3,-2,0,235,-6,-3,0,0,-1,-1,-1,1,6,-1
-1,-55,-31,-2,-2,4,-6,1,1,-1,0,-4,1,-7,0,-1,1,-1,-1,-1,5,-1
-3,-9,3,0,3,-3,-2,-3,5,-5,1,-23,1,-4,0,1,1,1,-1,1,4,-1
-1,-39,14,-5,5,-2,-4,-4,0,0,0,5,-4,-3,0,-1,-1,-1,-1,-1,1,-1
-2,-76,-3,-5,0,3,-4,-5,1,-1,0,64,4,-7,0,-2,-1,-1,-1,-1,5,-1
-5,-62,28,-15,-6,-2,0,-5,-2,-1,-1,-5,-4,-2,0,-3,-1,-1,-1,-1,6,-1
-3,-11,-12,-12,1,-4,-8,-2,1,-4,-1,-3,-6,-4,0,-3,-1,-1,-1,-1,4,-1
-4,-25,-22,-1,-2,-6,0,6,1,-1,0,-1,-3,-5,0,0,0,-1,-1,-1,0,-1
0,7,16,5,2,3,-1,3,-2,0,0,145,1,-6,0,-1,1,-1,-1,-1,4,-1
5,73,12,8,-2,-1,3,5,3,-3,0,-90,-1,-3,0,0,-1,1,-1,1,2,-1
1,11,-9,-5,1,-1,-3,-2,0,-1,0,-10,-4,-1,0,-1,1,-1,-1,-1,5,-1
-5,-22,3,-12,-1,-4,3,-10,0,-2,-1,132,1,-2,-1,-4,-1,-1,-1,-1,3,-1
-2,-16,-11,-9,-1,-2,-6,-3,3,-4,-1,4,0,-4,0,1,1,1,1,-1,4,-1
0,79,3,4,1,4,1,0,-2,-1,1,38,-2,-2,0,2,0,1,1,1,0,-1
-2,-47,-24,-3,-3,3,-4,3,-2,0,0,23,2,-4,0,-2,1,0,-1,-1,6,-1
-5,42,-38,-13,1,-2,-5,-1,-6,-1,0,-2,-1,-2,0,0,1,-1,-1,1,1,-1
-3,18,-36,-2,-4,-2,2,1,1,-1,0,21,-5,-4,0,0,-1,-1,0,1,1,-1
3,-1,-11,4,-1,0,1,4,0,-1,0,2,1,-5,0,0,1,-1,0,-1,4,-1
-6,-143,0,1,2,-1,4,-2,-2,0,0,-12,0,-1,-1,-8,-1,-1,-1,1,5,-1
-4,-12,-48,-4,2,-1,-3,-1,-1,0,0,-7,2,-4,0,0,1,-1,1,-1,3,-1
-11,-102,-11,-20,-3,-5,-6,-4,-2,-1,-1,2,-1,-2,-1,-7,0,-1,-1,-1,0,-1
-1,-72,24,-3,-2,0,-1,-2,2,-2,0,27,-3,-3,0,0,1,1,0,-1,6,-1
1,-39,-18,9,1,-4,3,6,3,-3,0,-1,-2,-6,0,-2,0,-1,-1,-1,0,-1
-2,-28,-43,2,-1,1,-1,3,0,-2,0,2,1,-7,0,1,-1,-1,1,1,2,-1
-3,-42,-20,-6,-3,-7,3,0,1,-1,0,-2,1,-5,0,0,-1,0,-1,-1,4,-1
2,23,-8,11,0,4,5,1,1,-3,0,5,0,-4,0,1,-1,1,1,1,1,-1
-7,-70,-20,-16,-2,-1,-9,-2,-2,0,0,2,5,-10,0,-1,1,1,-1,-1,6,-1
-3,-79,4,-13,-3,1,-5,-3,-3,0,0,-252,-1,-5,0,-1,1,-1,-1,1,1,-1
-4,-25,-17,-10,-1,4,-3,-8,-2,0,1,-20,-3,-4,0,0,-1,-1,0,1,2,-1
-3,-6,23,-2,-1,1,-3,-3,4,-4,0,13,0,-6,0,0,1,1,0,-1,4,-1
1,13,8,-5,1,-3,-1,-1,-1,0,0,-6,-2,-5,0,0,-1,-1,0,1,3,-1
-3,12,-27,-7,1,-5,-3,1,-1,0,0,209,-4,-3,0,-1,-1,1,1,-1,1,-1
-1,43,-32,-5,1,-2,-1,-1,-2,0,-2,13,3,-7,0,0,1,-1,1,-1,4,-1
-1,-70,9,1,2,-1,0,-1,1,-2,0,-1,-2,-2,0,1,1,-1,1,-1,5,-1
0,70,-16,-3,0,0,-2,-1,0,0,-1,-2,-3,-2,0,1,-1,1,1,-1,3,-1
-3,-30,-36,-11,-2,-4,-5,0,0,-2,0,-114,-2,-2,0,-2,-1,-1,-1,-1,5,-1
-1,-14,-23,-2,-3,-2,1,0,2,-3,0,-31,-3,-4,0,0,1,-1,1,1,4,-1
0,43,-27,-6,5,0,-5,-7,1,-2,0,-16,-3,-3,0,0,-1,-1,-1,-1,4,-1
4,20,-40,4,-1,5,5,-4,-1,0,0,-5,-5,-4,0,-1,0,1,-1,-1,0,-1
-3,-30,-35,-5,2,-4,1,-2,-2,-2,0,-6,0,-3,0,-1,-1,1,-1,-1,1,-1
-2,10,-5,-4,2,-4,4,-6,0,0,0,-1,-4,-3,0,0,-1,1,0,1,6,-1
-3,-88,0,-10,0,-4,3,-8,-1,0,0,14,-5,0,0,-3,1,-1,-1,-1,5,-1
-3,-39,-12,-4,-2,2,-4,0,0,-3,0,402,0,-4,0,0,1,-1,0,1,4,-1
2,36,-20,2,2,1,1,-1,-1,-2,-3,4,1,-4,0,1,1,0,1,-1,4,-1
0,-42,-11,-1,1,-2,0,-4,4,-6,0,4,5,-9,0,-1,1,1,-1,-1,6,-1
-6,-72,-12,-11,-2,0,-3,-5,-1,-2,-2,-186,1,-6,0,-1,-1,-1,-1,-1,4,-1
-7,-79,16,-19,-7,0,-7,-4,-1,0,0,-10,-3,-2,0,0,-1,-1,-1,-1,6,-1
3,-24,14,2,0,-3,0,4,1,-1,1,7,0,-4,0,-1,1,1,-1,1,4,-1
0,-70,1,-4,1,-1,-2,-7,5,-6,0,-22,0,-2,0,-1,-1,-1,-1,-1,1,-1
-4,-79,-26,-4,-2,1,-4,-1,2,-2,0,1,1,-2,0,-1,-1,-1,-1,1,2,-1
-2,-30,-5,-2,-5,-3,6,0,0,0,0,10,1,-5,0,0,1,-1,0,-1,6,-1
-2,24,16,-4,0,-1,-3,-1,1,-1,0,-2,-3,-5,0,1,-1,1,1,1,4,-1
0,-10,13,-1,-1,-1,0,0,1,-1,0,-116,-1,-5,0,-1,-1,-1,-1,-1,6,-1
-7,-53,-40,-14,-2,-5,-2,0,-5,-1,-1,-45,-2,-4,0,-2,-1,-1,-1,-1,5,-1
-5,-49,-36,-11,-1,-3,-5,-2,0,-1,-1,-2,5,-7,0,-1,-1,0,-1,-1,1,-1
-2,41,-13,-4,-1,1,-1,0,-3,-1,0,6,4,-7,0,1,-1,0,1,1,2,-1
0,13,20,-14,-1,-2,-6,-6,1,-1,0,-6,-4,-3,0,0,1,0,-1,-1,5,-1
-1,40,-12,1,-1,-6,0,6,2,-4,2,-6,-4,-2,0,-1,0,0,-1,1,0,-1
-4,-105,-21,-15,-4,-4,3,-9,-1,0,0,-19,-4,-2,0,-3,-1,-1,-1,-1,2,-1
2,46,-31,3,1,0,2,1,-1,-1,1,-37,2,-7,0,0,-1,1,0,1,4,-1
0,7,20,-2,-1,0,1,-1,-1,-1,0,-17,2,-9,0,0,-1,1,-1,-1,6,-1
-4,-9,-3,-10,-1,-1,-9,0,1,-2,0,-23,-4,-2,0,-1,1,-1,-1,-1,3,-1
2,5,31,-4,-3,1,0,-2,0,0,-1,-61,2,-4,0,0,0,-1,0,-1,0,-1
-1,-72,17,-7,0,2,-6,-2,-1,0,0,-2,-1,-1,0,-3,-1,-1,-1,-1,4,-1
-3,-4,-8,-8,3,-1,-10,1,-1,-1,0,-10,-1,-5,0,0,-1,1,1,1,6,-1
1,78,-12,0,0,0,0,2,-2,0,0,-13,-2,-2,0,-1,-1,1,-1,1,6,-1
-3,-12,-12,-8,0,-1,-3,-3,-1,0,0,-2,2,-6,0,1,-1,1,1,-1,4,-1
-2,-32,-6,-8,4,5,-14,-4,1,-1,-1,-8,-3,-4,0,-1,-1,1,-1,-1,2,-1
-3,-43,-8,-9,-1,-2,1,-9,2,-2,0,6,2,-5,0,0,0,-1,0,-1,0,-1
-4,-4,-32,-5,-2,1,0,-3,-1,0,1,-11,-2,-4,0,-1,-1,1,-1,1,3,-1
-2,-87,2,-6,-2,5,-1,-7,-1,0,0,-10,-4,0,0,0,1,0,-1,-1,1,-1
-7,-92,-42,-10,-2,-4,2,-5,-1,0,1,158,2,-7,0,-4,-1,-1,-1,1,1,-1
-4,-64,5,-3,-1,4,2,0,-8,0,0,-2,0,-4,0,0,1,-1,-1,-1,5,-1
-1,-37,0,-7,2,2,-4,-3,-4,-1,0,73,2,-5,0,-2,1,-1,-1,1,1,-1
1,1,-7,2,4,4,1,-5,-2,-1,0,8,-2,-4,0,2,-1,1,1,1,1,-1
-1,-1,-19,-3,3,-2,3,-5,-2,0,0,-5,5,-9,0,0,1,-1,1,1,3,-1
-3,-10,21,-10,-2,-2,2,-4,-4,0,0,97,-6,-2,0,1,-1,-1,1,-1,5,-1
-6,-107,-45,-13,-1,1,-5,-8,0,0,0,200,-4,-1,0,-2,-1,-1,-1,-1,1,-1
-1,-13,24,-4,-4,0,-1,0,1,-2,0,-22,2,-6,0,-1,-1,-1,-1,-1,2,-1
-2,-67,11,-3,-2,-1,5,-5,0,-2,-1,-30,-7,-1,0,-1,1,1,-1,-1,1,-1
-1,34,-20,-4,-1,-3,2,0,-2,0,0,32,-2,-4,0,0,-1,-1,-1,-1,3,-1
-3,-20,4,-5,-1,0,0,1,-5,-1,0,4,2,-6,0,-2,0,1,-1,-1,0,-1
-6,3,-15,-9,-1,-2,-2,-3,-1,0,0,0,-3,-1,0,-2,1,-1,-1,-1,1,-1
0,32,16,-4,3,-2,-1,-4,0,-1,0,-13,0,-6,0,0,-1,1,1,1,4,-1
-2,-57,4,1,1,0,-1,3,-2,-1,0,-104,-3,-2,0,1,1,1,1,-1,1,-1
0,-49,8,4,-1,1,0,2,2,-2,0,-39,-6,-3,0,0,1,-1,0,1,5,-1
-3,-29,-32,-5,-1,4,-6,-1,-1,-1,-1,-55,-6,-3,0,-1,-1,-1,-1,-1,3,-1
2,75,1,2,3,-2,8,-3,-4,0,0,-10,-1,-2,0,-1,1,-1,-1,1,1,-1
-1,-10,-29,-8,2,1,0,-11,0,-2,-1,35,-1,-3,0,0,-1,-1,-1,-1,1,-1
4,54,16,5,1,3,-2,1,2,-2,0,29,1,-3,0,0,1,0,0,1,4,-1
-3,-25,-28,-2,-2,-3,0,2,1,-2,1,-2,-1,-5,0,-1,0,-1,-1,1,0,-1
-3,39,-23,-2,1,-3,-1,0,1,-1,0,4,3,-7,0,0,-1,1,0,1,1,-1
-2,-99,-7,-3,2,-2,3,-3,-3,-1,0,-5,-1,-2,0,0,-1,0,0,1,2,-1
0,-16,-36,-1,-2,0,3,-4,2,-2,0,-10,-5,-6,0,2,1,1,-1,-1,1,-1
-2,-31,-32,-4,0,6,1,-7,-4,0,0,-176,-3,-1,0,-1,-1,-1,-1,-1,1,-1
-1,-77,8,-2,-5,2,-2,0,3,-4,-1,-9,-2,-4,0,-1,-1,-1,-1,-1,6,-1
-3,-7,-8,-5,-5,-1,2,0,-1,-1,0,11,1,-5,0,-1,-1,-1,-1,-1,5,-1
0,-27,36,-2,0,2,1,-7,2,-3,-1,1,-2,-4,0,-1,1,-1,-1,-1,4,-1
-8,-60,-16,-16,-4,-3,-2,-7,0,0,0,79,0,-3,0,-2,-1,-1,-1,1,1,-1
-1,0,-21,-6,-1,3,-2,-2,-4,0,0,38,1,-4,0,-1,0,-1,-1,1,0,-1
-1,-4,20,1,1,-4,-2,5,1,-2,0,-14,-3,-4,0,0,1,-1,0,1,6,-1
3,-4,39,3,2,-2,1,0,2,-4,0,-7,2,-6,0,-1,-1,0,-1,-1,5,-1
-3,-75,-8,-3,0,-2,-1,2,-2,-3,0,89,0,-5,0,0,-1,1,1,-1,3,-1
-4,-66,-1,-10,3,3,-7,-3,-6,-1,-1,-8,-4,-3,0,-2,-1,-1,-1,-1,6,-1
-3,-70,-13,-5,-2,-4,-2,2,1,-1,0,-12,-2,-7,0,-1,-1,-1,-1,1,4,-1
-2,-50,-17,-6,-1,-4,1,-2,0,-2,0,-216,3,-9,0,0,1,-1,0,1,3,-1
2,33,12,2,2,4,-3,0,-1,0,-1,-9,0,-8,0,0,-1,-1,-1,-1,5,-1
-2,-102,-4,-12,1,-4,5,-9,-5,0,-2,-10,-2,-3,0,-3,1,-1,-1,-1,4,-1
0,-19,42,-5,2,-1,-7,4,-3,0,0,14,0,-4,0,-1,1,1,-1,-1,2,-1
-5,-44,-6,-17,-1,-4,-4,-2,-6,0,-3,-8,2,-4,0,-2,-1,1,-1,1,5,-1
-1,-21,8,-8,2,-2,-7,-1,0,0,0,1,-1,-2,0,-1,-1,-1,-1,1,3,-1
-3,-26,-4,-6,-1,-9,-1,6,-1,0,0,0,-2,-4,0,0,-1,-1,-1,-1,4,-1
-1,-8,-30,7,1,6,0,-1,1,-2,0,1,-2,-6,0,0,-1,-1,0,-1,6,-1
0,-50,-12,-1,-1,0,-2,1,1,-2,0,41,1,-6,0,-1,1,1,-1,-1,4,-1
-1,-28,-3,-4,0,0,-1,-3,0,0,0,1,-1,-3,0,0,-1,1,0,-1,2,-1
1,23,7,5,2,-2,3,2,0,-1,0,344,3,-8,0,2,-1,0,1,-1,3,-1
-2,0,4,-7,4,-6,-3,-1,-1,0,0,17,9,-13,0,0,1,-1,-1,-1,4,-1
-1,-27,4,-2,0,-1,3,-4,0,-3,0,-3,0,-5,0,-2,1,1,1,-1,1,-1
-2,11,-49,-2,1,-5,2,0,0,-1,0,-18,-5,-1,0,0,-1,-1,0,1,3,-1
-2,-63,-24,-6,-2,-1,0,-2,-1,0,0,172,-3,-1,0,-1,1,-1,-1,-1,3,-1
-2,-10,-16,-7,-5,-1,-4,-1,4,-4,0,-8,0,-6,0,0,-1,1,1,-1,4,-1
-5,-33,-16,-11,0,-1,-8,-2,0,0,0,-3,0,-3,0,-1,-1,-1,-1,1,3,-1
-1,30,12,2,-3,-2,0,6,1,-1,0,5,6,-9,0,1,1,-1,-1,1,6,-1
0,-77,12,-5,-7,-4,2,4,0,-3,0,8,-2,-2,0,0,-1,-1,-1,1,4,-1
1,34,3,-3,-1,0,-2,1,-1,-2,-2,-1,3,-6,0,-1,1,1,-1,-1,6,-1
-2,-109,-28,-11,1,0,-7,-6,1,-1,0,-1,-1,-4,0,-1,-1,-1,-1,-1,1,-1
-3,-34,-24,-7,-4,-1,-1,-2,1,-1,0,3,-1,-5,0,0,1,-1,0,-1,6,-1
-1,-33,4,-10,-6,-3,-1,0,0,0,0,-6,-2,-4,0,-2,-1,-1,-1,-1,2,-1
0,-41,4,-2,-2,-2,1,-1,2,-3,1,-3,-5,-4,0,0,-1,1,0,1,1,-1
-1,33,-4,-2,-2,-2,0,2,0,0,0,11,-5,-4,0,0,1,-1,-1,1,6,-1
-2,-83,-18,-3,-1,0,5,-5,-2,0,0,-10,-2,-4,0,-2,-1,-1,-1,-1,6,-1
-4,-80,-42,-13,-2,-3,-11,5,-2,-1,0,1,7,-10,0,-1,-1,-1,-1,-1,1,-1
-1,19,-8,-12,2,-2,-1,-11,0,-1,0,-6,-4,-3,0,0,-1,1,1,-1,2,-1
-3,-28,-19,-4,-1,-2,1,-2,0,-1,0,-1,0,-6,0,0,-1,1,0,-1,2,-1
0,13,-36,-4,-1,-2,-1,0,0,-1,0,269,3,-7,0,1,-1,-1,1,-1,4,-1
