Diff_LV,Diff_CS,Diff_jglCS,Diff-K,Diff-K-top,Diff-K-jug,Diff-K-mid,Diff-K-ad,Diff-K-sup,K-LOSE-sup,invadeKill,Diff_WARDplaced,Diff-ControlWARDplaced,LOSE_controlWARDPlaced,Diff_Inhibitor,Diff_TOWERkill,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,Diff_FirstBLOOD,dragonType,result
1,-23,16,8,1,6,0,2,-1,0,0,3,-6,-3,0,0,1,0,1,-1,5,-1
-1,11,40,0,-1,-2,-3,1,5,-5,0,-4,-3,-4,0,1,-1,1,1,-1,3,-1
-4,-113,-24,-5,-4,-2,1,2,-2,0,-2,42,1,-4,0,0,0,0,1,-1,0,-1
-6,-82,-8,-9,-1,1,-3,-5,-1,-1,0,-14,-1,-4,0,-2,1,1,-1,-1,5,-1
3,32,-8,7,3,-1,0,5,0,-3,0,8,3,-5,0,0,1,-1,0,1,2,-1
-3,-21,0,-5,-2,-2,0,-1,0,0,-1,15,-2,-6,0,-2,-1,-1,-1,-1,6,-1
-1,2,-8,-2,1,-6,1,0,2,-3,0,322,-1,-4,0,0,1,-1,-1,1,2,-1
-3,-19,-16,-5,-3,-2,-2,-1,3,-4,-1,3,1,-3,0,-1,-1,-1,-1,-1,6,-1
-5,-20,-32,-8,-2,0,-3,-3,0,-2,-1,-20,-6,-4,0,-1,-1,-1,-1,1,4,-1
0,-57,-13,2,2,1,-1,1,-1,0,0,5,3,-5,0,1,1,1,1,1,5,-1
3,40,33,1,2,1,0,0,-2,0,0,97,-4,-5,0,0,-1,1,1,1,3,-1
-3,-100,-17,-11,-1,-7,-1,-4,2,-3,0,-191,-3,-2,0,-1,-1,1,-1,-1,1,-1
-1,10,8,5,0,-3,-1,6,3,-4,-1,23,-1,-6,0,1,1,1,1,-1,1,-1
-1,-15,5,-3,7,-3,0,-9,2,-4,0,10,4,-8,0,0,-1,1,1,-1,4,-1
-1,-80,-14,-3,-3,2,0,-3,1,-1,0,4,4,-7,0,-1,-1,0,-1,-1,6,-1
0,94,-16,1,2,-5,-2,5,1,-4,0,-1,-3,-4,0,1,-1,0,1,1,4,-1
0,-20,44,2,0,-4,1,3,2,-2,0,-73,3,-5,0,0,-1,-1,-1,-1,1,-1
1,12,52,-3,-8,-5,7,1,2,-7,-1,-17,-2,-5,0,1,-1,1,1,-1,3,-1
-5,-45,-33,-9,0,-4,-1,-3,-1,-1,0,1,3,-7,0,0,-1,-1,-1,-1,4,-1
-2,-35,9,-11,2,-4,-3,-4,-2,0,1,-2,-1,-2,0,-1,1,-1,-1,1,2,-1
-2,38,2,-5,1,-6,-1,3,-2,0,0,-7,-5,-1,0,1,1,1,1,1,6,-1
-2,-38,-21,-12,0,-1,-5,-6,0,-1,0,-53,-2,-4,0,-1,-1,-1,-1,-1,1,-1
-2,-66,8,0,3,3,-1,-5,0,-2,0,-26,0,-4,0,0,1,1,-1,-1,5,-1
-1,-85,9,-2,0,2,1,-3,-2,0,0,7,3,-5,0,-1,-1,0,-1,-1,1,-1
-2,-29,-8,-6,-1,-7,0,0,2,-2,0,-11,-7,-2,0,0,-1,-1,0,1,2,-1
2,-26,-8,2,-1,1,-1,2,1,-1,1,9,3,-6,0,1,-1,1,1,1,2,-1
-3,-53,23,-2,-2,-2,-6,9,-1,-1,0,-170,1,-11,0,-2,1,1,-1,1,4,-1
0,17,0,3,0,0,-4,5,2,-2,1,87,0,-4,0,0,1,-1,1,1,5,-1
-1,16,-15,1,-3,4,-2,1,1,-1,0,10,-4,-4,0,0,-1,1,0,-1,5,-1
1,-43,-4,2,-1,1,0,4,-2,-1,0,18,-3,-5,0,0,1,1,0,-1,4,-1
-2,-33,-10,-9,1,-4,-5,-2,1,-1,0,-41,-5,-2,0,0,-1,-1,-1,-1,4,-1
-2,59,-15,-4,-3,-3,0,2,0,0,0,-122,-2,-4,0,-1,0,-1,-1,-1,0,-1
-3,-25,-32,-9,1,-7,-2,-1,0,-1,-1,-13,2,-5,0,-2,1,-1,-1,1,6,-1
0,-22,22,-1,0,0,-2,2,-1,-1,0,-28,1,-5,0,0,1,-1,-1,-1,4,-1
-1,-76,-1,-1,-3,-3,1,6,-2,0,0,6,7,-15,0,-2,1,1,-1,1,5,-1
-4,-29,-28,-7,-2,-3,-3,2,-1,0,0,-3,-2,-4,0,0,-1,-1,0,-1,6,-1
0,-11,17,-4,2,-2,-4,-2,2,-2,0,220,-1,-5,0,0,1,1,0,-1,4,-1
0,-4,4,-1,-4,2,-1,1,1,-1,0,5,1,-4,0,-1,-1,1,-1,1,5,-1
-1,-1,-8,3,-1,4,0,1,-1,0,0,-3,4,-9,0,0,1,-1,0,1,6,-1
0,-86,-11,-1,0,-2,2,1,-2,-3,0,-5,1,-2,0,-1,0,-1,-1,1,0,-1
-4,-60,24,-4,0,1,-2,-3,0,0,0,34,1,-7,0,-1,0,-1,-1,-1,0,-1
1,-41,-4,-1,0,0,1,-1,-1,-1,0,257,-2,-3,0,1,-1,0,1,1,6,-1
-1,72,-16,3,-3,0,7,-1,0,-1,-1,109,0,-4,0,0,-1,-1,1,-1,3,-1
-2,-45,-24,-8,-2,-2,-5,0,1,-3,-1,-3,-2,-4,0,0,-1,-1,-1,-1,1,-1
2,47,-4,1,-2,-1,3,0,1,-1,0,-10,1,-5,0,0,-1,-1,-1,1,6,-1
2,40,0,-1,2,5,-2,-6,0,0,0,-20,-1,-3,0,1,-1,0,-1,-1,6,-1
0,-111,17,0,-1,2,0,0,-1,0,0,-281,5,-7,0,0,-1,-1,0,-1,5,-1
-1,2,-33,3,3,0,-1,1,0,-2,0,-6,-2,-3,0,0,-1,1,0,-1,6,-1
1,-24,-4,0,0,1,-4,2,1,-1,0,-6,-4,-3,0,0,1,-1,0,-1,5,-1
-4,-19,17,-12,-2,-4,-1,-3,-2,0,0,13,-3,-6,0,0,-1,-1,-1,-1,2,-1
-2,17,-8,-2,-1,-3,3,-2,1,-3,0,22,0,-4,0,0,-1,-1,0,-1,3,-1
-4,-73,-20,-10,-4,1,-4,-3,0,0,0,2,-3,-2,0,-1,-1,-1,-1,-1,5,-1
-1,-49,-8,-5,2,-3,-2,0,-2,0,-1,-41,-5,-2,0,0,1,-1,0,-1,3,-1
-1,-104,-4,3,-1,2,3,0,-1,-1,0,-34,-1,-5,0,0,1,1,-1,-1,3,-1
0,-27,4,-4,-3,2,-5,2,0,-2,0,23,2,-8,0,-3,-1,1,-1,1,3,-1
-7,-104,-65,-11,0,-1,-2,-7,-1,0,0,6,-4,-4,0,-2,-1,1,-1,1,5,-1
0,-12,-24,4,2,-1,-1,0,4,-6,0,-30,-4,0,0,0,1,-1,-1,-1,5,-1
-3,34,22,-5,0,-1,2,-5,-1,-1,0,1,0,-2,0,0,1,1,0,1,5,-1
0,25,0,-6,-6,-3,-1,4,0,0,0,7,0,-5,0,-1,1,-1,-1,-1,3,-1
-1,-52,0,-4,0,-1,0,-3,0,0,0,-22,0,-6,0,-1,-1,-1,-1,-1,5,-1
3,17,8,9,3,-1,0,4,3,-4,0,6,0,-4,0,1,1,1,1,1,5,-1
-2,-21,-16,-4,-1,-5,-2,2,2,-4,0,10,2,-4,0,-1,-1,-1,-1,-1,2,-1
-2,-20,16,-4,0,-5,-2,3,0,0,-1,6,5,-6,0,-1,-1,1,-1,-1,6,-1
0,-14,-6,5,0,2,0,2,1,-2,1,-3,0,-4,0,0,0,1,-1,1,0,-1
-8,-60,-49,-19,-3,-1,-6,-6,-3,-1,0,0,-4,-3,0,-1,-1,-1,-1,-1,1,-1
-1,-4,13,-8,-2,-4,2,-2,-2,0,0,11,1,-4,0,-1,1,-1,-1,1,6,-1
-3,28,4,-8,1,-3,-5,-2,1,-2,0,-1,5,-8,0,-1,1,-1,-1,1,4,-1
-1,-25,-7,1,-1,-1,-1,4,0,-1,0,6,-3,-3,0,0,1,1,0,1,2,-1
1,48,1,1,-1,3,-1,0,0,-2,0,-12,0,-6,0,0,-1,1,1,1,1,-1
1,14,11,0,-1,5,-4,4,-4,-2,0,4,0,-4,0,1,1,1,1,1,1,-1
-4,-44,4,-6,0,0,-5,-1,0,-2,0,4,2,-5,0,-2,-1,0,-1,-1,4,-1
-3,-82,-9,-11,1,-5,0,-5,-2,0,0,-10,-5,-3,0,-1,-1,-1,-1,-1,2,-1
0,48,-4,1,3,1,-4,-1,2,-3,1,24,3,-5,0,0,-1,-1,0,1,2,-1
2,31,17,0,-1,-3,0,6,-2,-2,1,-24,-3,-6,0,-1,1,-1,-1,1,4,-1
-4,-65,-13,-12,-3,-1,1,-8,-1,0,0,-23,-2,-4,0,-1,-1,1,-1,-1,5,-1
0,54,-14,-2,-2,-4,2,-1,3,-3,0,-31,-3,-3,0,0,-1,-1,0,1,4,-1
2,-20,4,3,1,-1,0,1,2,-4,-1,7,0,-5,0,-1,0,1,-1,-1,0,-1
-2,3,8,-2,-1,0,-2,2,-1,0,0,2,-2,-3,0,-1,-1,-1,-1,1,1,-1
4,-6,16,10,1,1,5,0,3,-3,0,1,3,-5,0,0,-1,1,1,-1,1,-1
1,-3,49,-1,2,0,1,-1,-3,0,0,-36,1,-3,0,0,-1,1,1,-1,4,-1
-4,21,-17,-9,-2,0,-4,-1,-2,0,0,-10,-3,-6,0,1,0,-1,1,-1,0,-1
-7,-122,4,-6,-3,-1,2,-2,-2,0,0,1,-3,-5,0,-2,-1,-1,-1,-1,1,-1
-2,-2,-16,-4,1,1,-1,-4,-1,-1,0,6,5,-8,0,0,1,-1,0,-1,2,-1
-2,-55,0,3,0,0,-1,1,3,-3,1,-3,3,-8,0,0,1,-1,0,1,6,-1
-1,-63,9,-7,-4,2,1,-5,-1,0,0,-8,-3,-3,0,0,1,1,-1,-1,4,-1
0,-14,-4,3,2,-1,-2,4,0,0,0,-9,1,-5,0,0,0,-1,0,1,0,-1
-2,-12,-8,-5,-3,0,-3,0,1,-1,0,-12,1,-9,0,0,1,-1,-1,-1,3,-1
-3,-1,24,-7,-1,0,-5,-2,1,-2,0,1,1,-5,0,-1,1,0,-1,1,2,-1
2,-36,11,6,-4,3,1,6,0,-1,0,-8,-5,-3,0,0,1,-1,-1,1,4,-1
-7,-26,-44,-15,1,-5,-5,-3,-3,0,0,-5,-3,-2,0,-2,-1,-1,-1,-1,5,-1
-4,-22,-43,-11,-3,-7,-2,0,1,-1,0,10,5,-8,0,0,-1,1,0,-1,3,-1
-3,-5,-5,-5,2,-3,-1,-3,0,0,0,-141,0,-7,0,-1,1,-1,-1,-1,2,-1
-3,-17,-14,-7,-1,0,-2,-6,2,-2,0,-5,-3,-2,0,-1,-1,0,-1,-1,1,-1
-1,-32,-8,0,-5,-2,5,1,1,-4,0,-2,2,-5,0,-1,-1,0,-1,1,1,-1
-3,-106,-19,-7,-7,0,-6,3,3,-3,0,381,0,-4,0,0,1,-1,-1,-1,2,-1
-4,-13,-40,-8,-2,3,-1,-3,-5,0,0,-3,-2,-3,0,-1,0,1,-1,-1,0,-1
-3,-18,-22,-5,-1,0,0,0,-4,-1,0,-9,-5,-4,0,0,-1,1,0,1,4,-1
-1,33,16,-5,0,3,-4,-3,-1,0,0,-15,-2,-3,0,-1,-1,1,-1,1,5,-1
2,-23,21,-2,0,-1,8,-9,0,-1,-3,-4,-1,-3,0,-1,1,1,-1,-1,6,-1
2,11,2,-4,-2,-1,-3,3,-1,-3,0,-5,-5,-1,0,0,1,-1,1,-1,1,-1
2,60,20,3,4,0,1,-2,0,-2,0,4,0,-4,0,0,1,1,0,1,5,-1
-5,-4,-20,-6,0,0,-4,1,-3,0,0,2,0,-2,0,-1,-1,-1,-1,-1,6,-1
4,-20,5,4,2,0,-1,1,2,-2,1,33,2,-5,0,-1,0,0,-1,1,0,-1
-3,1,8,-2,-1,-1,-2,2,0,0,0,-8,2,-5,0,0,-1,1,0,1,1,-1
1,-19,4,-3,0,-2,-4,4,-1,0,0,5,2,-3,0,1,-1,1,1,1,5,-1
2,22,-1,7,2,3,6,-4,0,0,1,-3,1,-4,0,0,1,1,1,1,2,-1
-3,-2,-8,-5,-2,-5,2,3,-3,0,-1,10,0,-4,0,0,1,0,-1,-1,1,-1
-2,43,4,1,1,-3,-2,4,1,-2,-2,4,-1,-1,0,-1,-1,1,-1,-1,6,-1
-2,-26,28,-5,1,-1,-1,-2,-2,0,0,117,0,-2,0,0,-1,1,1,1,1,-1
1,-27,12,4,1,4,1,-3,1,-2,0,24,3,-7,0,0,-1,1,1,1,2,-1
-3,-116,4,-6,1,0,-7,0,0,-1,0,15,0,-3,0,-2,-1,1,-1,-1,6,-1
-1,40,-8,-2,2,-1,-4,0,1,-4,0,-4,-3,-2,0,1,-1,1,1,1,5,-1
0,-37,-28,-2,-1,0,-5,4,0,0,-1,9,2,-6,0,-1,-1,0,-1,-1,4,-1
-3,-89,-23,-2,-3,0,0,-2,3,-3,-1,-3,1,-2,0,-2,-1,1,-1,-1,1,-1
-1,-2,-19,-2,2,-2,-3,0,1,-1,-2,-48,-5,-1,0,0,-1,-1,0,-1,4,-1
0,13,0,-2,-2,-2,0,2,0,-1,0,124,2,-4,0,1,1,1,1,-1,2,-1
-2,-39,24,-4,-2,-2,0,0,0,0,1,8,0,-4,0,0,0,-1,0,1,0,-1
-3,-48,-21,-13,-2,-8,2,-4,-1,0,-1,-32,5,-9,0,-3,1,1,-1,-1,3,-1
1,-33,21,2,0,0,1,2,-1,0,0,146,6,-8,0,1,1,1,1,-1,3,-1
-3,-18,-9,-6,-4,6,-3,-4,-1,0,0,4,-2,-3,0,-1,1,-1,-1,-1,3,-1
-1,-48,8,-4,-3,-1,-3,0,3,-3,0,-3,-3,-2,0,0,0,1,0,-1,0,-1
-2,-23,-24,-1,-1,3,-3,0,0,0,0,2,0,-3,0,-2,1,-1,-1,1,6,-1
2,-47,-35,-2,1,-1,-1,-1,0,-1,0,-9,-3,-3,0,0,-1,1,-1,-1,1,-1
0,33,20,0,1,5,3,-7,-2,0,0,32,5,-8,0,0,1,1,0,1,5,-1
-2,-88,-8,-3,-2,1,0,-1,-1,0,1,184,-5,-3,0,0,-1,1,-1,1,1,-1
-7,-54,-20,-16,-2,-8,-2,-4,0,-2,-2,-1,-1,-5,0,-2,-1,-1,-1,-1,1,-1
2,26,5,-5,-3,2,-5,1,0,-4,-2,-1,-3,-3,0,-1,1,-1,-1,-1,5,-1
-2,-23,-11,-3,-4,1,-3,2,1,-1,0,-10,6,-7,0,0,1,-1,-1,-1,2,-1
-5,-75,-40,-9,-4,0,-5,-2,2,-2,0,218,2,-5,0,-1,-1,-1,-1,-1,5,-1
-3,-69,8,-2,1,-2,2,-1,-2,-1,0,-6,-2,-2,0,-1,1,-1,-1,-1,2,-1
-1,-62,-16,-7,3,-2,2,-7,-3,0,-1,-6,-2,-4,0,0,1,-1,0,-1,2,-1
-2,-18,-24,-3,-2,0,1,0,-2,-2,0,-5,-4,-3,0,-1,-1,1,1,-1,6,-1
0,3,5,-6,0,-9,1,1,1,-1,0,-39,2,-6,0,1,1,1,1,-1,6,-1
-5,-13,1,-8,-1,-2,0,-3,-2,-1,-1,120,2,-6,0,1,-1,1,1,-1,1,-1
-5,-35,-31,-11,-2,-2,-1,-6,0,0,0,28,-3,-4,0,-3,0,-1,-1,-1,0,-1
-2,-67,2,-8,-3,-2,-1,-2,0,-1,0,-4,-4,-3,0,-1,1,-1,-1,-1,5,-1
1,0,34,-4,2,-1,1,-6,0,-1,-2,5,-3,-5,0,-1,0,-1,-1,-1,0,-1
-1,-53,-19,-2,-2,-2,1,2,-1,-1,0,345,-3,-3,0,0,1,1,1,-1,3,-1
2,45,0,10,1,-3,4,7,1,-2,0,13,-1,-6,0,1,-1,0,1,1,4,-1
1,4,4,7,0,4,3,-1,1,-6,0,1,2,-6,0,1,1,1,1,1,3,-1
-3,-94,12,-12,-4,-3,-1,0,-4,-2,0,-8,-2,-4,0,-1,1,-1,-1,-1,1,-1
-1,-12,8,4,4,2,-2,2,-2,-2,0,-56,4,-5,0,1,1,1,1,1,5,-1
0,-13,6,1,-5,-4,3,3,4,-5,2,7,2,-5,0,-1,1,0,-1,1,6,-1
-4,-10,-32,-5,0,2,1,-6,-2,-2,-1,-10,-3,-3,0,-1,-1,1,-1,-1,6,-1
0,46,-9,6,1,1,-2,3,3,-3,0,0,1,-4,0,1,1,1,1,1,4,-1
-2,46,0,-2,2,3,-1,1,-7,0,0,-1,1,-4,0,1,-1,-1,1,-1,1,-1
0,15,-20,3,5,-1,-1,0,0,-1,0,0,4,-7,0,1,-1,0,1,1,6,-1
-6,-110,-23,-14,-2,2,-6,-5,-3,-3,0,18,-4,-2,0,-3,-1,-1,-1,-1,2,-1
1,-22,-10,-1,-2,-3,0,3,1,-1,-1,-2,-5,-3,0,2,-1,1,1,-1,3,-1
-6,-12,-24,-12,-1,-6,-6,4,-3,-2,0,-38,-1,-2,0,0,0,0,1,1,0,-1
2,-22,4,7,4,-1,5,3,-4,-1,0,-5,2,-3,0,0,1,1,1,1,6,-1
-1,12,-4,-2,-5,-3,1,7,-2,0,1,-3,0,-2,0,0,0,0,-1,1,0,-1
-6,-31,-6,-17,-5,-2,-12,1,1,-1,0,-33,-1,-2,0,0,1,-1,-1,-1,5,-1
-5,-97,-20,-7,-2,2,-2,-4,-1,0,0,-4,-1,-1,0,-2,-1,0,-1,-1,3,-1
-7,-129,-17,-7,0,-4,-4,-1,2,-4,1,-28,-1,-1,0,-3,-1,-1,-1,1,1,-1
-8,-131,-25,-17,-8,-1,-4,-2,-2,0,0,21,-5,-2,0,-4,-1,-1,-1,-1,3,-1
-3,1,-24,-6,0,-4,0,0,-2,-1,0,4,0,-5,0,0,1,-1,0,-1,5,-1
-4,-47,-20,-14,0,-5,0,-5,-4,0,-1,-6,2,-6,0,-1,-1,-1,-1,-1,5,-1
-4,2,-32,-12,-6,0,1,-7,0,-1,0,-5,-1,-3,0,-1,-1,-1,-1,-1,4,-1
-4,-81,-29,-4,2,0,-3,-4,1,-1,0,-19,-2,-2,0,0,0,-1,-1,-1,0,-1
-5,-17,-12,-8,-4,-1,-2,0,-1,-2,0,17,-3,-5,0,-1,1,-1,-1,-1,6,-1
0,-22,16,6,-1,1,1,4,1,-1,0,-38,0,-5,0,-1,1,-1,-1,1,3,-1
-3,-36,-40,-7,-2,-4,-1,0,0,0,0,-1,-1,-5,0,0,-1,-1,-1,-1,5,-1
-1,-15,43,-4,1,-1,-1,-3,0,-1,-1,151,-2,-2,0,1,1,1,1,-1,5,-1
4,23,23,10,1,0,0,4,5,-5,1,6,-5,-4,0,0,1,-1,-1,1,2,-1
-2,16,-4,2,0,-2,-1,1,4,-5,0,-38,5,-7,0,0,1,1,0,1,3,-1
-1,-6,4,-3,-2,-1,1,-2,1,-1,0,17,0,-5,0,-2,1,-1,-1,-1,4,-1
-4,-89,0,-3,-2,0,2,-3,0,-1,1,-11,-7,-2,0,-2,-1,-1,-1,-1,1,-1
-1,65,13,-8,-1,-2,-4,-2,1,-2,-1,-4,4,-9,0,-1,1,-1,-1,-1,3,-1
2,70,22,-6,-1,-6,-1,1,1,-1,0,359,1,-5,0,1,-1,1,1,-1,3,-1
-3,-42,-4,-2,2,2,-4,-3,1,-1,0,8,0,-5,0,0,-1,1,1,1,1,-1
-1,13,4,-7,1,1,-5,-5,1,-1,1,406,3,-7,0,-1,1,1,-1,1,4,-1
2,-3,-13,3,0,0,1,0,2,-2,0,8,5,-7,0,-2,-1,-1,-1,-1,2,-1
2,7,-4,-1,5,-2,2,-3,-3,-2,0,6,-2,-7,0,0,0,1,0,1,0,-1
1,-14,-8,-1,0,-6,0,1,4,-4,0,-37,2,-3,0,0,1,-1,-1,1,4,-1
2,5,-30,5,3,-1,-3,2,4,-5,0,10,4,-9,0,0,-1,-1,0,-1,2,-1
-2,-44,12,-3,0,2,-4,-4,3,-5,0,-8,-3,-5,0,0,0,0,0,-1,0,-1
1,-3,4,4,4,0,-2,1,1,-1,1,-34,2,-6,0,1,-1,1,1,1,5,-1
2,-13,4,6,0,-1,1,6,0,-2,0,-23,-3,-3,0,0,0,1,1,1,0,-1
-3,-11,5,-6,1,1,-3,-3,-2,-1,0,0,0,-3,0,0,-1,-1,0,-1,6,-1
-1,-15,-36,-1,1,-1,-2,0,1,-1,0,37,-1,-3,0,0,-1,1,0,1,1,-1
-2,-27,20,1,2,2,1,-3,-1,-2,1,3,0,-7,0,0,-1,1,-1,1,2,-1
0,15,-9,-6,-4,5,3,-5,-5,-1,0,46,6,-11,0,-1,0,-1,-1,1,0,-1
0,31,-9,-1,-3,0,0,2,0,-1,-1,39,-1,-2,0,0,-1,-1,0,-1,6,-1
-1,-35,5,-2,-6,2,2,0,0,0,0,-92,-1,-3,0,-2,-1,1,-1,-1,1,-1
-3,-18,24,-8,-5,3,-2,-5,1,-2,0,-1,2,-8,0,-1,0,1,-1,1,0,-1
-8,-118,-65,-16,-1,-2,0,-10,-3,-1,0,0,1,-4,0,-3,-1,-1,-1,-1,3,-1
-7,-78,-12,-17,-1,2,-9,-8,-1,-1,0,-6,1,-3,0,-1,-1,0,-1,-1,3,-1
-1,-27,0,-2,-3,-2,-1,4,0,-1,0,-5,-1,-4,0,-1,1,-1,-1,-1,2,-1
-4,-58,-13,-5,0,1,-2,-5,1,-2,-1,181,0,-6,0,0,-1,1,-1,-1,6,-1
2,49,-16,1,2,4,0,-6,1,-3,0,48,2,-4,0,0,-1,1,-1,-1,4,-1
-2,19,-4,-2,1,-3,-1,0,1,-3,0,6,4,-9,0,0,1,1,0,1,5,-1
0,48,-12,-6,1,-2,-1,-2,-2,0,0,-15,1,-7,0,0,-1,1,0,1,3,-1
-2,-86,-28,-2,-1,1,-1,-1,0,-3,0,6,-5,-2,0,0,-1,-1,-1,-1,2,-1
1,1,-3,-1,2,0,1,-3,-1,-1,0,-35,-3,-3,0,0,1,-1,0,-1,6,-1
0,-3,-16,-5,-1,-2,2,-2,-2,0,0,-163,-1,-3,0,-1,-1,1,-1,-1,6,-1
3,77,-2,3,1,0,2,2,-2,-2,0,23,4,-6,0,0,-1,-1,-1,-1,6,-1
-3,-50,0,-11,1,-1,0,-10,-1,0,0,0,3,-10,0,-2,-1,1,-1,1,6,-1
0,7,-28,-2,0,1,-6,3,0,-1,0,-6,1,-6,0,-1,-1,-1,-1,-1,4,-1
-5,-2,-52,-8,-1,-1,0,-7,1,-1,1,1,0,-3,0,-1,-1,-1,-1,1,1,-1
-3,-52,-12,1,1,-1,-1,2,0,0,1,-152,4,-9,0,0,-1,1,0,1,1,-1
2,-27,-40,2,1,2,-3,2,0,-1,0,-29,-2,-3,0,0,1,-1,1,-1,1,-1
-3,-24,-19,-2,-1,-2,-1,-3,5,-7,0,3,3,-7,0,-2,0,0,-1,1,0,-1
-5,-28,-12,-9,-5,-2,-2,0,0,-1,0,-2,-1,-4,0,-2,-1,-1,-1,1,6,-1
1,30,-28,0,4,2,-2,-7,3,-3,-1,1,8,-12,0,-1,-1,1,-1,-1,4,-1
-3,49,-116,-5,2,-3,-3,-1,0,-2,0,-9,1,-2,0,-1,-1,-1,-1,-1,1,-1
2,-19,16,3,-2,2,2,-1,2,-3,0,-6,2,-4,0,1,-1,1,1,-1,6,-1
1,25,0,6,-2,-1,2,4,3,-3,1,5,3,-8,0,0,1,1,0,1,6,-1
4,18,21,6,-1,0,2,0,5,-5,1,1,4,-7,0,1,1,-1,1,1,1,-1
-2,-33,42,-3,-1,-1,-1,-1,1,-2,0,-9,-1,-2,0,1,1,-1,1,1,5,-1
-4,23,-43,-9,-1,-4,-1,-2,-1,0,-3,17,0,-3,0,1,-1,-1,-1,-1,6,-1
-7,-60,-11,-2,-1,-1,0,0,0,-1,0,9,5,-7,0,-1,1,-1,-1,1,6,-1
-2,-34,-11,-6,1,-8,0,1,0,-3,-2,9,4,-7,0,1,1,1,-1,-1,6,-1
-1,-40,-29,4,0,-1,0,4,1,-1,0,115,1,-2,0,1,1,-1,1,-1,5,-1
-3,3,-20,-9,-1,-6,-1,-2,1,-1,-1,5,0,-2,0,-1,0,-1,-1,-1,0,-1
-1,-1,16,-7,-2,-3,0,3,-5,-1,0,2,2,-7,0,-2,1,-1,-1,-1,1,-1
-2,-41,26,-3,0,-1,-2,2,-2,0,0,4,0,-4,0,-1,-1,0,-1,-1,3,-1
-2,-33,0,-2,-1,1,-2,2,-2,0,0,-132,3,-7,0,-1,1,-1,-1,-1,6,-1
1,58,22,0,2,3,-4,-1,0,0,-1,3,-4,-1,0,0,-1,-1,0,-1,4,-1
-6,-16,-20,-9,-2,-1,-3,1,-4,0,0,402,-2,-4,0,-2,1,1,-1,-1,5,-1
-4,-99,20,-17,0,-13,2,-6,0,-1,0,-2,-1,-4,0,-2,-1,-1,-1,-1,3,-1
-2,-62,10,-8,0,-1,-5,-3,1,-1,0,-2,-2,-4,0,-1,-1,-1,-1,-1,1,-1
-2,-38,-12,-2,-1,-3,6,-3,-1,-1,3,-25,-1,-4,0,1,-1,1,-1,1,2,-1
-3,-50,0,-10,-2,-4,-2,-2,0,0,0,-6,3,-6,0,-1,1,1,-1,1,1,-1
-1,10,-37,1,5,0,-2,-2,0,0,0,0,-3,-4,0,0,-1,-1,1,-1,5,-1
-4,-10,-16,-6,0,-1,-3,0,-2,0,0,-25,-2,-1,0,-1,1,1,-1,-1,3,-1
-3,-79,8,-1,0,1,-7,4,1,-2,0,20,0,-4,0,0,-1,1,0,1,3,-1
-4,-16,-8,-13,-10,2,-1,-4,0,-2,-2,0,-1,-3,0,0,1,-1,-1,-1,1,-1
-3,-44,-37,-5,-2,-1,-1,0,-1,-1,0,-18,3,-6,0,-2,-1,-1,-1,-1,1,-1
-4,-38,-24,1,1,-2,4,-3,1,-1,0,7,3,-7,0,0,0,1,1,1,0,-1
-2,18,4,-8,-6,-3,-1,2,0,0,-1,-7,3,-5,0,-1,1,-1,-1,-1,6,-1
2,62,-30,9,7,-2,-1,3,2,-2,1,0,5,-10,0,0,1,1,-1,1,2,-1
2,48,13,1,-1,1,1,-1,1,-1,1,310,-4,-3,0,0,0,-1,1,1,0,-1
-4,-17,-3,-1,-1,-1,-2,1,2,-2,0,10,6,-12,0,0,-1,-1,-1,-1,2,-1
-2,-40,0,-5,-3,0,1,-4,1,-2,0,-2,-3,-2,0,0,-1,1,0,-1,2,-1
-2,-14,6,-11,-5,-3,0,-1,-2,0,0,188,-1,-8,0,0,-1,-1,0,-1,3,-1
-1,30,-15,-6,0,1,0,-3,-4,0,0,-7,-4,-5,0,1,1,1,1,1,2,-1
-2,-51,-14,-2,0,-2,2,0,-2,-1,0,-2,-3,-3,0,-2,1,-1,-1,-1,5,-1
-3,74,17,1,-1,2,-2,2,0,-1,0,6,4,-6,0,0,0,1,1,1,0,-1
-2,-21,-13,-6,-1,-1,0,-3,-1,-2,0,-2,-4,-5,0,0,1,0,0,1,4,-1
2,77,-12,4,4,1,2,-1,-2,0,0,-10,-1,-7,0,0,0,1,-1,1,0,-1
0,-9,-12,2,2,0,0,1,-1,0,0,8,3,-6,0,1,1,0,1,1,5,-1
-3,41,-16,3,1,1,0,1,0,-3,0,3,-1,-5,0,0,-1,1,1,-1,3,-1
-3,6,-20,-11,-6,1,2,-6,-2,0,1,-3,4,-9,0,-2,1,-1,-1,1,2,-1
-3,-43,-2,-9,1,-3,1,-4,-4,0,0,-12,-5,-1,0,-1,-1,-1,-1,-1,3,-1
-2,-51,-20,-6,-2,-7,0,2,1,-1,0,39,-2,-6,0,-2,-1,-1,-1,-1,6,-1
-2,-92,-24,-5,1,3,-1,-6,-2,0,0,-15,-4,-5,0,-1,-1,0,-1,-1,1,-1
-2,-36,-23,-9,2,-2,-4,-1,-4,0,0,4,4,-7,0,-2,-1,-1,-1,-1,5,-1
